backend,executor,solver-p,solver-U,preconditioner,number_of_iterations,resolution,processes,run_time,success
OF,reference,CG,BiCGStab,none,0,16,1,0.24077,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240473,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240211,1
OF,reference,CG,BiCGStab,none,0,16,1,0.23755,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238227,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239358,1
OF,reference,CG,BiCGStab,none,0,16,1,0.23832,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240112,1
OF,reference,CG,BiCGStab,none,0,16,1,0.242666,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245893,1
OF,reference,CG,BiCGStab,none,0,16,1,0.24774,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245161,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240572,1
OF,reference,CG,BiCGStab,none,0,16,1,0.23879,1
OF,reference,CG,BiCGStab,none,0,16,1,0.246346,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244617,1
OF,reference,CG,BiCGStab,none,0,16,1,0.23762,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239809,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244354,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245968,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240557,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237516,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239007,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244519,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244056,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241243,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238062,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238265,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238776,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239032,1
OF,reference,CG,BiCGStab,none,0,16,1,0.258913,1
OF,reference,CG,BiCGStab,none,0,16,1,0.246078,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237811,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240107,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237076,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237533,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239194,1
OF,reference,CG,BiCGStab,none,0,16,1,0.2363,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240124,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239092,1
OF,reference,CG,BiCGStab,none,0,16,1,0.246948,1
OF,reference,CG,BiCGStab,none,0,16,1,0.24498,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245892,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245041,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240589,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237616,1
OF,reference,CG,BiCGStab,none,0,16,1,0.242406,1
OF,reference,CG,BiCGStab,none,0,16,1,0.243445,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237034,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239885,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245731,1
OF,reference,CG,BiCGStab,none,0,16,1,0.254007,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239161,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239582,1
OF,reference,CG,BiCGStab,none,0,16,1,0.235161,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245303,1
OF,reference,CG,BiCGStab,none,0,16,1,0.24787,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241457,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239228,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237318,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241571,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237869,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245266,1
OF,reference,CG,BiCGStab,none,0,16,1,0.242282,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241447,1
OF,reference,CG,BiCGStab,none,0,16,1,0.236613,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239613,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240227,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241126,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237129,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239833,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240864,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245231,1
OF,reference,CG,BiCGStab,none,0,16,1,0.242556,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241565,1
OF,reference,CG,BiCGStab,none,0,16,1,0.242467,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245939,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244691,1
OF,reference,CG,BiCGStab,none,0,16,1,0.236501,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238373,1
OF,reference,CG,BiCGStab,none,0,16,1,0.246077,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244945,1
OF,reference,CG,BiCGStab,none,0,16,1,0.241637,1
OF,reference,CG,BiCGStab,none,0,16,1,0.24205,1
OF,reference,CG,BiCGStab,none,0,16,1,0.237116,1
OF,reference,CG,BiCGStab,none,0,16,1,0.248364,1
OF,reference,CG,BiCGStab,none,0,16,1,0.244586,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239639,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238172,1
OF,reference,CG,BiCGStab,none,0,16,1,0.238973,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239175,1
OF,reference,CG,BiCGStab,none,0,16,1,0.240729,1
OF,reference,CG,BiCGStab,none,0,16,1,0.247379,1
OF,reference,CG,BiCGStab,none,0,16,1,0.245913,1
OF,reference,CG,BiCGStab,none,0,16,1,0.239553,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271963,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267286,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.265381,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268025,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268515,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266557,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270733,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271891,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26913,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272826,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273479,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269356,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270215,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272359,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273034,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266678,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.281795,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272888,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.278099,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267535,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266571,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267389,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273305,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27252,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267897,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272856,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267245,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269417,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266465,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.275107,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274194,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268233,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267115,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268354,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269069,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266844,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27257,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268387,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266706,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270197,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272689,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273283,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273308,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269921,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271042,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272251,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269746,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268144,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268777,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272714,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274272,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271253,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268771,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268579,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272449,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27657,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267322,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270026,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267694,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266419,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267879,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272784,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.277124,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267769,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.265159,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.264876,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.265879,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.265418,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266287,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270036,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268414,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272414,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273951,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274067,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273152,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268374,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267309,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274183,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274585,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267262,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271066,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273098,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272577,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269034,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267992,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266206,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273529,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274648,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267365,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270518,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266692,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26961,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.276418,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.276391,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267805,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267252,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266932,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269116,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268749,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268639,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266734,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267965,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27751,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270761,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271725,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274014,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269253,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269237,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27449,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27501,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266986,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267603,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270326,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274237,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270976,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266627,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270715,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271401,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272246,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267527,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268203,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268942,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268494,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.264131,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27151,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.275352,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268168,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268662,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266137,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269445,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267997,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266524,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267324,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26839,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266469,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272159,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273739,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.276455,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266407,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267484,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273603,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266552,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267093,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274521,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272808,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271987,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268055,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267205,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270231,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.275122,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268599,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26754,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267464,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270818,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266552,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274605,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27297,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267541,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266319,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268746,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26764,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266997,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26706,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268771,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270736,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272164,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274379,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274606,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.277283,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268684,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269853,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274069,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.276855,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266163,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267502,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.274881,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.275857,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268197,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266977,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268593,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270483,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.28244,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267996,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272566,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.26842,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268548,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267505,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.276019,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271284,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269573,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270292,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267685,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266248,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269554,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268398,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267797,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268124,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268415,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273945,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.284686,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.277426,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273021,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270166,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267552,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27418,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27644,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.270677,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269327,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27005,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.273063,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272934,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.271128,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.269243,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267313,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266902,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.268514,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.27108,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.272748,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.266292,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.267292,1
OF,reference,BiCGStab,BiCGStab,none,0,16,1,0.265967,1
OF,reference,CG,BiCGStab,none,0,32,1,2.052991,1
OF,reference,CG,BiCGStab,none,0,32,1,2.040239,1
OF,reference,CG,BiCGStab,none,0,32,1,2.041318,1
OF,reference,CG,BiCGStab,none,0,32,1,2.075687,1
OF,reference,CG,BiCGStab,none,0,32,1,2.048808,1
OF,reference,CG,BiCGStab,none,0,32,1,2.042238,1
OF,reference,CG,BiCGStab,none,0,32,1,2.040614,1
OF,reference,CG,BiCGStab,none,0,32,1,2.079963,1
OF,reference,CG,BiCGStab,none,0,32,1,2.045095,1
OF,reference,CG,BiCGStab,none,0,32,1,2.045634,1
OF,reference,CG,BiCGStab,none,0,32,1,2.053199,1
OF,reference,CG,BiCGStab,none,0,32,1,2.059819,1
OF,reference,CG,BiCGStab,none,0,32,1,2.066934,1
OF,reference,CG,BiCGStab,none,0,32,1,2.048875,1
OF,reference,CG,BiCGStab,none,0,32,1,2.059297,1
OF,reference,CG,BiCGStab,none,0,32,1,2.050637,1
OF,reference,CG,BiCGStab,none,0,32,1,2.043636,1
OF,reference,CG,BiCGStab,none,0,32,1,2.043524,1
OF,reference,CG,BiCGStab,none,0,32,1,2.045863,1
OF,reference,CG,BiCGStab,none,0,32,1,2.074435,1
OF,reference,CG,BiCGStab,none,0,32,1,2.04115,1
OF,reference,CG,BiCGStab,none,0,32,1,2.043964,1
OF,reference,CG,BiCGStab,none,0,32,1,2.042715,1
OF,reference,CG,BiCGStab,none,0,32,1,2.039053,1
OF,reference,CG,BiCGStab,none,0,32,1,2.036734,1
OF,reference,CG,BiCGStab,none,0,32,1,2.044588,1
OF,reference,CG,BiCGStab,none,0,32,1,2.075408,1
OF,reference,CG,BiCGStab,none,0,32,1,2.045549,1
OF,reference,CG,BiCGStab,none,0,32,1,2.04748,1
OF,reference,CG,BiCGStab,none,0,32,1,2.043076,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.632915,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.605177,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.604094,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.634277,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.596568,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.603889,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.606812,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.639799,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.62557,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.602411,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.604963,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.610277,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.636159,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.593812,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.637603,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.595285,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.60383,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.635067,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.604171,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.609544,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.621499,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.607007,1
OF,reference,BiCGStab,BiCGStab,none,0,32,1,2.611924,1
OF,reference,CG,BiCGStab,none,0,64,1,31.664258,1
OF,reference,CG,BiCGStab,none,0,64,1,31.747454,1
OF,reference,CG,BiCGStab,none,0,64,1,31.674556,1
OF,reference,CG,BiCGStab,none,0,64,1,32.064629,1
OF,reference,CG,BiCGStab,none,0,64,1,31.553849,1
OF,reference,BiCGStab,BiCGStab,none,0,64,1,43.699669,1
OF,reference,BiCGStab,BiCGStab,none,0,64,1,44.329054,1
OF,reference,BiCGStab,BiCGStab,none,0,64,1,43.985218,1
OF,reference,BiCGStab,BiCGStab,none,0,64,1,43.909984,1
OF,reference,BiCGStab,BiCGStab,none,0,64,1,43.625812,1
