domain,executor,solver,preconditioner,number_of_iterations,resolution,processes,run_time,success
GKO,cuda,CG,BJ,0,8,1,2.56746,1
GKO,cuda,CG,BJ,0,8,1,1.171962,1
GKO,cuda,CG,BJ,0,8,1,1.192591,1
GKO,cuda,CG,BJ,0,8,1,1.1926,1
GKO,cuda,CG,BJ,0,8,1,1.194658,1
GKO,cuda,CG,BJ,0,8,1,1.188152,1
GKO,cuda,CG,BJ,0,8,1,1.191029,1
GKO,cuda,CG,BJ,0,8,1,1.187162,1
GKO,cuda,CG,BJ,0,8,1,1.188137,1
GKO,cuda,CG,BJ,0,8,1,1.195466,1
GKO,cuda,CG,BJ,0,8,1,1.173271,1
GKO,cuda,CG,BJ,0,8,1,1.172608,1
GKO,cuda,CG,BJ,0,8,1,1.202952,1
GKO,cuda,CG,BJ,0,8,1,1.194674,1
GKO,cuda,CG,BJ,0,8,1,1.19851,1
GKO,cuda,CG,BJ,0,8,1,1.191055,1
GKO,cuda,CG,BJ,0,8,1,1.18449,1
GKO,cuda,CG,BJ,0,8,1,1.18834,1
GKO,cuda,CG,BJ,0,8,1,1.182895,1
GKO,cuda,CG,BJ,0,8,1,1.195065,1
GKO,cuda,CG,BJ,0,8,1,1.219912,1
GKO,cuda,CG,BJ,0,8,1,1.181645,1
GKO,cuda,CG,BJ,0,8,1,1.194669,1
GKO,cuda,CG,BJ,0,8,1,1.190113,1
GKO,cuda,CG,BJ,0,8,1,1.193397,1
GKO,cuda,CG,BJ,0,8,1,1.196032,1
GKO,cuda,CG,BJ,0,8,1,1.188957,1
GKO,cuda,CG,BJ,0,8,1,1.187484,1
GKO,cuda,CG,BJ,0,8,1,1.190204,1
GKO,cuda,CG,BJ,0,8,1,1.19271,1
GKO,cuda,CG,BJ,0,8,1,1.184354,1
GKO,cuda,CG,BJ,0,8,1,1.18165,1
GKO,cuda,CG,BJ,0,8,1,1.192123,1
GKO,cuda,CG,BJ,0,8,1,1.193279,1
GKO,cuda,CG,BJ,0,8,1,1.184838,1
GKO,cuda,CG,BJ,0,8,1,1.186996,1
GKO,cuda,CG,BJ,0,8,1,1.186477,1
GKO,cuda,CG,BJ,0,8,1,1.190903,1
GKO,cuda,CG,BJ,0,8,1,1.19321,1
GKO,cuda,CG,BJ,0,8,1,1.189719,1
GKO,cuda,CG,BJ,0,8,1,1.19642,1
GKO,cuda,CG,BJ,0,8,1,1.19708,1
GKO,cuda,CG,BJ,0,8,1,1.202931,1
GKO,cuda,CG,BJ,0,8,1,1.240046,1
GKO,cuda,CG,BJ,0,8,1,1.23708,1
GKO,cuda,CG,BJ,0,8,1,1.205001,1
GKO,cuda,CG,BJ,0,8,1,1.219225,1
GKO,cuda,CG,BJ,0,8,1,1.187842,1
GKO,cuda,CG,BJ,0,8,1,1.227984,1
GKO,cuda,CG,BJ,0,8,1,1.23344,1
GKO,cuda,CG,none,0,8,1,1.202338,1
GKO,cuda,CG,none,0,8,1,1.182246,1
GKO,cuda,CG,none,0,8,1,1.18718,1
GKO,cuda,CG,none,0,8,1,1.191806,1
GKO,cuda,CG,none,0,8,1,1.203669,1
GKO,cuda,CG,none,0,8,1,1.190599,1
GKO,cuda,CG,none,0,8,1,1.187933,1
GKO,cuda,CG,none,0,8,1,1.190189,1
GKO,cuda,CG,none,0,8,1,1.242426,1
GKO,cuda,CG,none,0,8,1,1.199811,1
GKO,cuda,CG,none,0,8,1,1.195097,1
GKO,cuda,CG,none,0,8,1,1.199556,1
GKO,cuda,CG,none,0,8,1,1.19878,1
GKO,cuda,CG,none,0,8,1,1.188564,1
GKO,cuda,CG,none,0,8,1,1.188528,1
GKO,cuda,CG,none,0,8,1,1.188366,1
GKO,cuda,CG,none,0,8,1,1.201178,1
GKO,cuda,CG,none,0,8,1,1.202475,1
GKO,cuda,CG,none,0,8,1,1.226892,1
GKO,cuda,CG,none,0,8,1,1.213935,1
GKO,cuda,CG,none,0,8,1,1.204916,1
GKO,cuda,CG,none,0,8,1,1.209071,1
GKO,cuda,CG,none,0,8,1,1.202247,1
GKO,cuda,CG,none,0,8,1,1.199627,1
GKO,cuda,CG,none,0,8,1,1.200039,1
GKO,cuda,CG,none,0,8,1,1.208946,1
GKO,cuda,CG,none,0,8,1,1.193697,1
GKO,cuda,CG,none,0,8,1,1.198071,1
GKO,cuda,CG,none,0,8,1,1.189924,1
GKO,cuda,CG,none,0,8,1,1.19493,1
GKO,cuda,CG,none,0,8,1,1.203259,1
GKO,cuda,CG,none,0,8,1,1.184911,1
GKO,cuda,CG,none,0,8,1,1.202303,1
GKO,cuda,CG,none,0,8,1,1.187448,1
GKO,cuda,CG,none,0,8,1,1.190059,1
GKO,cuda,CG,none,0,8,1,1.195804,1
GKO,cuda,CG,none,0,8,1,1.187581,1
GKO,cuda,CG,none,0,8,1,1.195358,1
GKO,cuda,CG,none,0,8,1,1.189481,1
GKO,cuda,CG,none,0,8,1,1.189531,1
GKO,cuda,CG,none,0,8,1,1.188795,1
GKO,cuda,CG,none,0,8,1,1.205136,1
GKO,cuda,CG,none,0,8,1,1.185343,1
GKO,cuda,CG,none,0,8,1,1.18727,1
GKO,cuda,CG,none,0,8,1,1.199866,1
GKO,cuda,CG,none,0,8,1,1.198641,1
GKO,cuda,CG,none,0,8,1,1.191677,1
GKO,cuda,CG,none,0,8,1,1.202126,1
GKO,cuda,CG,none,0,8,1,1.198264,1
GKO,cuda,CG,none,0,8,1,1.198923,1
GKO,cuda,CG,none,0,8,1,1.201357,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.254939,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.241438,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.239175,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.254393,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.241682,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.239996,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.242172,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.240179,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.245611,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.240402,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.234926,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.239212,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.245149,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.241156,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.256527,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.241281,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.254972,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.242776,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.234274,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.261343,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.240375,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.248563,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.247393,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.237486,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.242621,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.246314,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.242344,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.235731,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.24232,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.236993,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.240531,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.248241,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.243537,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.236601,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.244986,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.236037,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.246425,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.236525,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.246427,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.240583,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.24562,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.251118,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.248552,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.252688,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.247693,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.239602,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.249788,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.254841,1
GKO,cuda,BiCGStab,BJ,0,8,1,1.238105,1
GKO,cuda,BiCGStab,none,0,8,1,1.237248,1
GKO,cuda,BiCGStab,none,0,8,1,1.22244,1
GKO,cuda,BiCGStab,none,0,8,1,1.226432,1
GKO,cuda,BiCGStab,none,0,8,1,1.227384,1
GKO,cuda,BiCGStab,none,0,8,1,1.223752,1
GKO,cuda,BiCGStab,none,0,8,1,1.230411,1
GKO,cuda,BiCGStab,none,0,8,1,1.228501,1
GKO,cuda,BiCGStab,none,0,8,1,1.225399,1
GKO,cuda,BiCGStab,none,0,8,1,1.229074,1
GKO,cuda,BiCGStab,none,0,8,1,1.221253,1
GKO,cuda,BiCGStab,none,0,8,1,1.233746,1
GKO,cuda,BiCGStab,none,0,8,1,1.240003,1
GKO,cuda,BiCGStab,none,0,8,1,1.231182,1
GKO,cuda,BiCGStab,none,0,8,1,1.230668,1
GKO,cuda,BiCGStab,none,0,8,1,1.231301,1
GKO,cuda,BiCGStab,none,0,8,1,1.230473,1
GKO,cuda,BiCGStab,none,0,8,1,1.22844,1
GKO,cuda,BiCGStab,none,0,8,1,1.231975,1
GKO,cuda,BiCGStab,none,0,8,1,1.233383,1
GKO,cuda,BiCGStab,none,0,8,1,1.234034,1
GKO,cuda,BiCGStab,none,0,8,1,1.223693,1
GKO,cuda,BiCGStab,none,0,8,1,1.229984,1
GKO,cuda,BiCGStab,none,0,8,1,1.23128,1
GKO,cuda,BiCGStab,none,0,8,1,1.232336,1
GKO,cuda,BiCGStab,none,0,8,1,1.232156,1
GKO,cuda,BiCGStab,none,0,8,1,1.233252,1
GKO,cuda,BiCGStab,none,0,8,1,1.235137,1
GKO,cuda,BiCGStab,none,0,8,1,1.227856,1
GKO,cuda,BiCGStab,none,0,8,1,1.22712,1
GKO,cuda,BiCGStab,none,0,8,1,1.22713,1
GKO,cuda,BiCGStab,none,0,8,1,1.243994,1
GKO,cuda,BiCGStab,none,0,8,1,1.230857,1
GKO,cuda,BiCGStab,none,0,8,1,1.236847,1
GKO,cuda,BiCGStab,none,0,8,1,1.245599,1
GKO,cuda,BiCGStab,none,0,8,1,1.241857,1
GKO,cuda,BiCGStab,none,0,8,1,1.228036,1
GKO,cuda,BiCGStab,none,0,8,1,1.229789,1
GKO,cuda,BiCGStab,none,0,8,1,1.249709,1
GKO,cuda,BiCGStab,none,0,8,1,1.229387,1
GKO,cuda,BiCGStab,none,0,8,1,1.231652,1
GKO,cuda,BiCGStab,none,0,8,1,1.230177,1
GKO,cuda,BiCGStab,none,0,8,1,1.226935,1
GKO,cuda,BiCGStab,none,0,8,1,1.227214,1
GKO,cuda,BiCGStab,none,0,8,1,1.235144,1
GKO,cuda,BiCGStab,none,0,8,1,1.230545,1
GKO,cuda,BiCGStab,none,0,8,1,1.228363,1
GKO,cuda,BiCGStab,none,0,8,1,1.238343,1
GKO,cuda,BiCGStab,none,0,8,1,1.23368,1
GKO,cuda,BiCGStab,none,0,8,1,1.23029,1
GKO,cuda,CG,BJ,0,16,1,1.440435,1
GKO,cuda,CG,BJ,0,16,1,1.413159,1
GKO,cuda,CG,BJ,0,16,1,1.435254,1
GKO,cuda,CG,BJ,0,16,1,1.400454,1
GKO,cuda,CG,BJ,0,16,1,1.425281,1
GKO,cuda,CG,BJ,0,16,1,1.422545,1
GKO,cuda,CG,BJ,0,16,1,1.417976,1
GKO,cuda,CG,BJ,0,16,1,1.421064,1
GKO,cuda,CG,BJ,0,16,1,1.414486,1
GKO,cuda,CG,BJ,0,16,1,1.451996,1
GKO,cuda,CG,BJ,0,16,1,1.418098,1
GKO,cuda,CG,BJ,0,16,1,1.428902,1
GKO,cuda,CG,BJ,0,16,1,1.418098,1
GKO,cuda,CG,BJ,0,16,1,1.423403,1
GKO,cuda,CG,BJ,0,16,1,1.413408,1
GKO,cuda,CG,BJ,0,16,1,1.407096,1
GKO,cuda,CG,BJ,0,16,1,1.419638,1
GKO,cuda,CG,BJ,0,16,1,1.414571,1
GKO,cuda,CG,BJ,0,16,1,1.42071,1
GKO,cuda,CG,BJ,0,16,1,1.416662,1
GKO,cuda,CG,BJ,0,16,1,1.41407,1
GKO,cuda,CG,BJ,0,16,1,1.42147,1
GKO,cuda,CG,BJ,0,16,1,1.41453,1
GKO,cuda,CG,BJ,0,16,1,1.407866,1
GKO,cuda,CG,BJ,0,16,1,1.561626,1
GKO,cuda,CG,BJ,0,16,1,1.424212,1
GKO,cuda,CG,BJ,0,16,1,1.425776,1
GKO,cuda,CG,BJ,0,16,1,1.418193,1
GKO,cuda,CG,BJ,0,16,1,1.416323,1
GKO,cuda,CG,BJ,0,16,1,1.415169,1
GKO,cuda,CG,BJ,0,16,1,1.399964,1
GKO,cuda,CG,BJ,0,16,1,1.429266,1
GKO,cuda,CG,BJ,0,16,1,1.426106,1
GKO,cuda,CG,BJ,0,16,1,1.418087,1
GKO,cuda,CG,BJ,0,16,1,1.41508,1
GKO,cuda,CG,BJ,0,16,1,1.418864,1
GKO,cuda,CG,BJ,0,16,1,1.414305,1
GKO,cuda,CG,BJ,0,16,1,1.40991,1
GKO,cuda,CG,BJ,0,16,1,1.407884,1
GKO,cuda,CG,BJ,0,16,1,1.417818,1
GKO,cuda,CG,BJ,0,16,1,1.412992,1
GKO,cuda,CG,BJ,0,16,1,1.416842,1
GKO,cuda,CG,BJ,0,16,1,1.423902,1
GKO,cuda,CG,none,0,16,1,1.377746,1
GKO,cuda,CG,none,0,16,1,1.367596,1
GKO,cuda,CG,none,0,16,1,1.395162,1
GKO,cuda,CG,none,0,16,1,1.390881,1
GKO,cuda,CG,none,0,16,1,1.386309,1
GKO,cuda,CG,none,0,16,1,1.379225,1
GKO,cuda,CG,none,0,16,1,1.390759,1
GKO,cuda,CG,none,0,16,1,1.374728,1
GKO,cuda,CG,none,0,16,1,1.383225,1
GKO,cuda,CG,none,0,16,1,1.36404,1
GKO,cuda,CG,none,0,16,1,1.399252,1
GKO,cuda,CG,none,0,16,1,1.408265,1
GKO,cuda,CG,none,0,16,1,1.403826,1
GKO,cuda,CG,none,0,16,1,1.39528,1
GKO,cuda,CG,none,0,16,1,1.374207,1
GKO,cuda,CG,none,0,16,1,1.405473,1
GKO,cuda,CG,none,0,16,1,1.387108,1
GKO,cuda,CG,none,0,16,1,1.376629,1
GKO,cuda,CG,none,0,16,1,1.373299,1
GKO,cuda,CG,none,0,16,1,1.373578,1
GKO,cuda,CG,none,0,16,1,1.385395,1
GKO,cuda,CG,none,0,16,1,1.396455,1
GKO,cuda,CG,none,0,16,1,1.392821,1
GKO,cuda,CG,none,0,16,1,1.38626,1
GKO,cuda,CG,none,0,16,1,1.382257,1
GKO,cuda,CG,none,0,16,1,1.387212,1
GKO,cuda,CG,none,0,16,1,1.388741,1
GKO,cuda,CG,none,0,16,1,1.400097,1
GKO,cuda,CG,none,0,16,1,1.383312,1
GKO,cuda,CG,none,0,16,1,1.394019,1
GKO,cuda,CG,none,0,16,1,1.392644,1
GKO,cuda,CG,none,0,16,1,1.388238,1
GKO,cuda,CG,none,0,16,1,1.384147,1
GKO,cuda,CG,none,0,16,1,1.38601,1
GKO,cuda,CG,none,0,16,1,1.374896,1
GKO,cuda,CG,none,0,16,1,1.376033,1
GKO,cuda,CG,none,0,16,1,1.393961,1
GKO,cuda,CG,none,0,16,1,1.388091,1
GKO,cuda,CG,none,0,16,1,1.385164,1
GKO,cuda,CG,none,0,16,1,1.381398,1
GKO,cuda,CG,none,0,16,1,1.3757,1
GKO,cuda,CG,none,0,16,1,1.390568,1
GKO,cuda,CG,none,0,16,1,1.381968,1
GKO,cuda,CG,none,0,16,1,1.384417,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.453355,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.456274,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.460556,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.450551,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.453476,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.462324,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.461006,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.4616,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.455788,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.452374,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.452114,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.453287,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.450067,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.453462,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.436357,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.437307,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.458924,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.454884,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.456737,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.467127,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.452581,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.454904,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.46853,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.441158,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.448529,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.445926,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.456155,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.455475,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.450606,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.467719,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.455497,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.469149,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.459975,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.453312,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.456859,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.449297,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.452092,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.462229,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.455348,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.450842,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.445997,1
GKO,cuda,BiCGStab,BJ,0,16,1,1.452469,1
GKO,cuda,BiCGStab,none,0,16,1,1.479942,1
GKO,cuda,BiCGStab,none,0,16,1,1.467154,1
GKO,cuda,BiCGStab,none,0,16,1,1.466088,1
GKO,cuda,BiCGStab,none,0,16,1,1.475576,1
GKO,cuda,BiCGStab,none,0,16,1,1.471553,1
GKO,cuda,BiCGStab,none,0,16,1,1.474164,1
GKO,cuda,BiCGStab,none,0,16,1,1.463766,1
GKO,cuda,BiCGStab,none,0,16,1,1.472905,1
GKO,cuda,BiCGStab,none,0,16,1,1.470672,1
GKO,cuda,BiCGStab,none,0,16,1,1.474241,1
GKO,cuda,BiCGStab,none,0,16,1,1.461213,1
GKO,cuda,BiCGStab,none,0,16,1,1.462473,1
GKO,cuda,BiCGStab,none,0,16,1,1.465797,1
GKO,cuda,BiCGStab,none,0,16,1,1.475116,1
GKO,cuda,BiCGStab,none,0,16,1,1.486589,1
GKO,cuda,BiCGStab,none,0,16,1,1.47805,1
GKO,cuda,BiCGStab,none,0,16,1,1.465268,1
GKO,cuda,BiCGStab,none,0,16,1,1.467965,1
GKO,cuda,BiCGStab,none,0,16,1,1.467155,1
GKO,cuda,BiCGStab,none,0,16,1,1.456725,1
GKO,cuda,BiCGStab,none,0,16,1,1.45537,1
GKO,cuda,BiCGStab,none,0,16,1,1.46162,1
GKO,cuda,BiCGStab,none,0,16,1,1.472379,1
GKO,cuda,BiCGStab,none,0,16,1,1.456486,1
GKO,cuda,BiCGStab,none,0,16,1,1.472886,1
GKO,cuda,BiCGStab,none,0,16,1,1.465694,1
GKO,cuda,BiCGStab,none,0,16,1,1.472009,1
GKO,cuda,BiCGStab,none,0,16,1,1.465379,1
GKO,cuda,BiCGStab,none,0,16,1,1.46879,1
GKO,cuda,BiCGStab,none,0,16,1,1.468951,1
GKO,cuda,BiCGStab,none,0,16,1,1.470821,1
GKO,cuda,BiCGStab,none,0,16,1,1.464534,1
GKO,cuda,BiCGStab,none,0,16,1,1.471855,1
GKO,cuda,BiCGStab,none,0,16,1,1.472709,1
GKO,cuda,BiCGStab,none,0,16,1,1.474922,1
GKO,cuda,BiCGStab,none,0,16,1,1.480221,1
GKO,cuda,BiCGStab,none,0,16,1,1.465825,1
GKO,cuda,BiCGStab,none,0,16,1,1.470018,1
GKO,cuda,BiCGStab,none,0,16,1,1.467627,1
GKO,cuda,BiCGStab,none,0,16,1,1.466727,1
GKO,cuda,BiCGStab,none,0,16,1,1.46432,1
GKO,cuda,CG,BJ,0,32,1,2.723837,1
GKO,cuda,CG,BJ,0,32,1,2.704649,1
GKO,cuda,CG,BJ,0,32,1,2.708461,1
GKO,cuda,CG,BJ,0,32,1,2.69972,1
GKO,cuda,CG,BJ,0,32,1,2.70664,1
GKO,cuda,CG,BJ,0,32,1,2.70367,1
GKO,cuda,CG,BJ,0,32,1,2.694296,1
GKO,cuda,CG,BJ,0,32,1,2.714753,1
GKO,cuda,CG,BJ,0,32,1,2.710266,1
GKO,cuda,CG,BJ,0,32,1,2.701036,1
GKO,cuda,CG,BJ,0,32,1,2.707308,1
GKO,cuda,CG,BJ,0,32,1,2.719845,1
GKO,cuda,CG,BJ,0,32,1,2.699733,1
GKO,cuda,CG,BJ,0,32,1,2.698418,1
GKO,cuda,CG,BJ,0,32,1,2.697122,1
GKO,cuda,CG,BJ,0,32,1,2.72066,1
GKO,cuda,CG,BJ,0,32,1,2.699666,1
GKO,cuda,CG,BJ,0,32,1,2.696303,1
GKO,cuda,CG,BJ,0,32,1,2.731947,1
GKO,cuda,CG,BJ,0,32,1,2.713547,1
GKO,cuda,CG,BJ,0,32,1,2.700326,1
GKO,cuda,CG,BJ,0,32,1,2.707419,1
GKO,cuda,CG,BJ,0,32,1,2.698674,1
GKO,cuda,CG,none,0,32,1,2.624351,1
GKO,cuda,CG,none,0,32,1,2.625454,1
GKO,cuda,CG,none,0,32,1,2.619078,1
GKO,cuda,CG,none,0,32,1,2.601022,1
GKO,cuda,CG,none,0,32,1,2.607305,1
GKO,cuda,CG,none,0,32,1,2.604912,1
GKO,cuda,CG,none,0,32,1,2.622523,1
GKO,cuda,CG,none,0,32,1,2.617821,1
GKO,cuda,CG,none,0,32,1,2.609582,1
GKO,cuda,CG,none,0,32,1,2.621135,1
GKO,cuda,CG,none,0,32,1,2.613826,1
GKO,cuda,CG,none,0,32,1,2.603703,1
GKO,cuda,CG,none,0,32,1,2.603915,1
GKO,cuda,CG,none,0,32,1,2.618697,1
GKO,cuda,CG,none,0,32,1,2.610601,1
GKO,cuda,CG,none,0,32,1,2.617709,1
GKO,cuda,CG,none,0,32,1,2.620264,1
GKO,cuda,CG,none,0,32,1,2.609241,1
GKO,cuda,CG,none,0,32,1,2.62144,1
GKO,cuda,CG,none,0,32,1,2.609396,1
GKO,cuda,CG,none,0,32,1,2.621533,1
GKO,cuda,CG,none,0,32,1,2.62837,1
GKO,cuda,CG,none,0,32,1,2.611864,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.839164,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.822075,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.790989,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.839953,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.800571,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.797311,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.80158,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.802429,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.807994,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.806512,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.818409,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.800321,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.800131,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.809032,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.809521,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.785061,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.792193,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.798399,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.789403,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.787437,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.797289,1
GKO,cuda,BiCGStab,BJ,0,32,1,2.778798,1
GKO,cuda,BiCGStab,none,0,32,1,4.703271,1
GKO,cuda,BiCGStab,none,0,32,1,4.701107,1
GKO,cuda,BiCGStab,none,0,32,1,4.725299,1
GKO,cuda,BiCGStab,none,0,32,1,4.756809,1
GKO,cuda,BiCGStab,none,0,32,1,4.74307,1
GKO,cuda,BiCGStab,none,0,32,1,4.732105,1
GKO,cuda,BiCGStab,none,0,32,1,4.747568,1
GKO,cuda,BiCGStab,none,0,32,1,4.733416,1
GKO,cuda,BiCGStab,none,0,32,1,4.773982,1
GKO,cuda,BiCGStab,none,0,32,1,4.747699,1
GKO,cuda,BiCGStab,none,0,32,1,4.707079,1
GKO,cuda,BiCGStab,none,0,32,1,4.751261,1
GKO,cuda,BiCGStab,none,0,32,1,4.728963,1
GKO,cuda,CG,BJ,0,64,1,25.011896,1
GKO,cuda,CG,BJ,0,64,1,24.82362,1
GKO,cuda,CG,BJ,0,64,1,24.809506,1
GKO,cuda,CG,BJ,0,64,1,24.737567,1
GKO,cuda,CG,BJ,0,64,1,24.912773,1
GKO,cuda,CG,none,0,64,1,25.838475,1
GKO,cuda,CG,none,0,64,1,26.079316,1
GKO,cuda,CG,none,0,64,1,25.787158,1
GKO,cuda,CG,none,0,64,1,25.837819,1
GKO,cuda,CG,none,0,64,1,25.812849,1
GKO,cuda,BiCGStab,BJ,0,64,1,27.655475,1
GKO,cuda,BiCGStab,BJ,0,64,1,27.720479,1
GKO,cuda,BiCGStab,BJ,0,64,1,27.715184,1
GKO,cuda,BiCGStab,BJ,0,64,1,27.632168,1
GKO,cuda,BiCGStab,BJ,0,64,1,27.718304,1
GKO,cuda,BiCGStab,none,0,64,1,29.738204,1
GKO,cuda,BiCGStab,none,0,64,1,29.577554,1
GKO,cuda,BiCGStab,none,0,64,1,29.496613,1
GKO,cuda,BiCGStab,none,0,64,1,29.616074,1
GKO,cuda,BiCGStab,none,0,64,1,29.690436,1
