executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n559.localdomain\n', 'top': ['top - 01:36:57 up 271 days, 15:06,  0 users,  load average: 3.63, 3.97, 3.99', 'Tasks: 1118 total,   4 running, 1114 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  3.8 us,  0.2 sy,  0.0 ni, 96.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 166808.7 free,  16814.0 used,   9463.9 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 174883.7 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3526051 ca9551    20   0 6983124   3.2g  20576 R 106.2   1.7 584:48.79 python3', '3526052 ca9551    20   0 6825872   3.2g  20332 R 106.2   1.7 584:49.74 python3', '3526050 ca9551    20   0 7679700   4.0g  20236 R 100.0   2.1 584:50.51 python3', '3592983 nq7776    20   0   56764   5500   3648 R  12.5   0.0   0:00.03 top', '      1 root      20   0   95588  11708   8460 S   0.0   0.0   3:04.04 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   2:23.87 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+'], 'uptime': ' 01:36:57 up 271 days, 15:06,  0 users,  load average: 3.63, 3.97, 3.99\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.477384,239,0.0,6.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.339346,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.290861,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.312964,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.367545,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.350717,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.302248,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.602716,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.413806,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.300641,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.328322,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.314555,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.27593,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.526073,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,1.971871,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.507488,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.278191,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.302493,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.321402,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.312085,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.289971,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.648328,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.317398,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.313185,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.449255,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.298425,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.321804,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.301466,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.298782,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.304586,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.528299,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.338204,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.338517,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.313973,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.33935,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,1.534861,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.355467,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.348692,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.588999,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.292117,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.396169,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.297819,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.299563,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.321941,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.2882,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.301907,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.311959,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,d1f0796730434ee6564d5c1c3148cb94,0.294602,0.374493,239,0.0,5.0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.320137,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.269871,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.309524,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,1.592175,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.486936,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.247957,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.249557,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.293253,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.2944,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.520048,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.246821,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.708209,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.330089,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,1.219081,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.285287,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.280359,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.375631,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.27049,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.415479,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.601793,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.241964,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.256044,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.266313,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.275263,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.2382,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.247819,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.597536,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.7935,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.334067,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.253864,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.247655,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.267624,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.254184,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,1.32737,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.350584,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.704798,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.263866,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.332599,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.267352,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.252054,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.792326,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.355697,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.307991,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.246777,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.259227,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.258711,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.311352,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.264636,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,de4f4bddf81962096e3e930d2cc2f6f0,0.27518,0.290271,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.311113,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.313601,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.346126,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.339508,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.275769,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.298541,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.254472,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.243131,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.274981,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.320499,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.272877,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,1.025105,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,1.153675,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.284191,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.275221,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.326713,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.366209,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.300751,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.289196,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.303181,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.288454,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.305838,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.335822,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.354816,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.278531,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.30246,0,0,0
omp,none,GKOBiCGStab,cuda,none,PBiCGStab,5,32,uc2n559.localdomain,aa689c128ce5f47573bf276de5697522,0.303561,0.265573,0,0,0
